ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
135
ITEM: BOX BOUNDS xy xz yz pp pp pp
0.0 12.8984913826 4.2994971275
0.0 7.4469474719 0.0
0.0 30.0 0.0
ITEM: ATOMS id type x y z
1 1 8.606811 2.031866 7.161662
2 1 10.039976 4.514182 7.161662
3 1 11.473141 6.996497 7.161662
4 1 2.874147 2.031866 7.161662
5 1 4.307313 4.514182 7.161662
6 1 5.740479 6.996497 7.161662
7 1 5.740479 2.031866 7.161662
8 1 7.173644 4.514182 7.161662
9 1 8.606811 6.996497 7.161662
10 1 10.039976 2.859304 9.502012
11 1 11.47314 5.34162 9.502012
12 1 8.60681 0.376989 9.502012
13 1 4.307313 2.859304 9.502012
14 1 5.740479 5.34162 9.502012
15 1 2.874147 0.376989 9.502012
16 1 7.173644 2.859304 9.502012
17 1 8.606811 5.34162 9.502012
18 1 5.740479 0.376989 9.502012
19 1 7.177789 1.212583 11.826316
20 1 8.609096 3.692364 11.833877
21 1 10.04501 6.17614 11.836309
22 1 1.446571 1.217027 11.846213
23 1 2.875406 3.690263 11.852175
24 1 4.305879 6.176648 11.836266
25 1 4.302605 1.213351 11.843932
26 1 5.737136 3.696897 11.839153
27 1 7.174495 6.177389 11.834899
28 1 8.606578 2.048091 14.217052
29 1 10.028662 4.532107 14.201022
30 1 11.472169 7.023821 14.20005
31 1 2.872067 2.030787 14.229088
32 1 4.329212 4.535553 14.185161
33 1 5.745292 7.010781 14.207177
34 1 5.749376 2.040025 14.1817
35 1 7.183683 4.528586 14.209836
36 1 8.610936 7.000632 14.21451
37 2 3.184105 3.530786 23.38566
38 3 7.582691 5.828064 16.825221
39 3 4.964061 0.500667 24.925436
40 3 8.009592 2.786043 21.052221
41 3 5.265443 0.723587 16.678863
42 3 8.38526 6.608053 22.988933
43 3 4.877912 2.271174 28.923422
44 3 8.020244 5.918469 19.851299
45 3 8.425299 0.551284 17.018462
46 3 4.488879 6.800374 23.840269
47 3 8.56753 0.535168 24.619587
48 3 5.45078 5.784163 19.854808
49 3 6.304796 0.50399 21.258754
50 3 7.316275 3.033284 17.555125
51 3 7.939793 1.065948 28.478538
52 3 8.579988 6.278038 28.363779
53 3 4.327863 6.008493 17.206879
54 3 4.368357 3.412148 19.195131
55 3 4.315905 6.65009 28.469648
56 3 6.623811 3.346653 0.50009
57 3 7.749698 6.799785 1.081292
58 3 4.364903 6.424734 0.500068
59 3 4.525662 4.553118 4.157333
60 3 8.043423 3.843515 3.75658
61 3 6.857577 6.557671 4.407679
62 3 8.578226 0.589052 1.507047
63 3 7.737062 1.039649 4.491528
64 3 4.330905 1.077679 4.232257
65 3 4.658903 0.500549 0.500163
66 3 3.345269 2.230399 22.707599
67 3 3.493773 4.701822 22.53234
68 3 10.583456 3.670857 24.195961
69 3 7.032748 3.278668 25.07361
70 4 4.575503 3.570077 24.675061
71 4 6.044572 3.588242 24.126601
72 4 7.475738 4.155274 26.04465
73 5 4.441998 2.476504 25.482361
74 5 4.384021 4.693898 25.42908
75 5 6.180077 2.600135 23.203259
76 5 6.286546 4.779788 23.52015
77 5 8.525488 3.554276 26.62935
78 5 7.869862 5.346345 25.548331
79 5 6.540056 4.392018 26.996731
80 6 8.56072 5.632728 16.89884
81 6 7.422987 6.799988 16.998359
82 6 4.340884 0.499686 24.143281
83 6 5.908767 0.532036 24.59884
84 6 8.580002 2.263764 20.418207
85 6 8.580056 3.158565 21.784284
86 6 5.381775 0.523549 17.65178
87 6 4.33086 0.499892 16.402039
88 6 8.579848 5.636164 22.855955
89 6 7.443127 6.799999 22.713866
90 6 4.300351 1.454777 28.929387
91 6 4.300659 3.087811 28.923609
92 6 8.559901 6.65343 19.440545
93 6 8.578536 5.091292 19.916165
94 6 8.579309 0.500002 18.005258
95 6 7.442527 0.580104 16.835581
96 6 5.248155 6.799676 24.491127
97 6 4.849469 6.792754 22.907512
98 6 8.579996 1.236063 23.90635
99 6 8.580017 0.973853 25.518206
100 6 5.722272 5.365756 20.721608
101 6 5.457951 6.779786 19.948633
102 6 6.521345 0.502702 20.282424
103 6 5.312118 0.499978 21.379965
104 6 6.987298 3.452883 18.401191
105 6 6.608283 3.101396 16.852113
106 6 8.579442 0.501065 28.999952
107 6 7.177491 0.501043 28.162475
108 6 8.523848 5.507537 28.998833
109 6 7.72759 6.799997 28.396871
110 6 4.90952 6.761098 16.898046
111 6 4.796659 5.139094 17.050371
112 6 4.384073 2.820004 18.389381
113 6 4.59079 2.87431 20.008379
114 6 4.726944 6.799912 27.570361
115 6 4.892035 6.028041 28.999976
116 6 6.206324 3.261934 1.404879
117 6 7.420197 3.948989 0.555583
118 6 8.564285 6.609263 0.533327
119 6 6.937534 6.748574 0.500013
120 6 4.68941 5.479696 0.541471
121 6 4.299984 6.795716 1.4265
122 6 5.226222 3.885841 4.410462
123 6 4.300302 4.448536 3.188626
124 6 8.580059 4.267018 3.026659
125 6 8.573028 3.847505 4.604885
126 6 6.33722 6.797163 3.58793
127 6 7.818708 6.80002 4.274968
128 6 8.580007 0.509828 0.510133
129 6 8.579995 1.555379 1.764589
130 6 7.054571 0.502836 3.99539
131 6 8.572326 0.500115 4.598092
132 6 4.340987 0.502053 3.414535
133 6 4.379728 0.499982 5.047119
134 6 4.299711 1.433228 0.53491
135 6 5.613059 0.499495 0.799668
